text,chapter,verse,unitId,content,morphologyId,en
1John,2,1,263,Χριστὸν,118,
1John,2,1,264,δίκαιον,119,
1John,2,1,265,",",0,
1John,2,2,266,2,0,
1John,2,2,267,καὶ,11,
1John,2,2,268,αὐτὸς,120,
1John,2,2,269,ἱλασμός,121,
1John,2,2,270,ἐστιν,63,
1John,2,2,271,περὶ,15,
1John,2,2,272,τῶν,122,
1John,2,2,273,ἁμαρτιῶν,123,
1John,2,2,274,ἡμῶν,9,
1John,2,2,275,",",0,
1John,2,2,276,οὐ,77,
1John,2,2,277,περὶ,15,
1John,2,2,278,τῶν,122,
1John,2,2,279,ἡμετέρων,124,
1John,2,2,280,δὲ,40,
1John,2,2,281,μόνον,125,
1John,2,2,282,ἀλλὰ,126,
1John,2,2,283,καὶ,11,
1John,2,2,284,περὶ,15,
1John,2,2,285,ὅλου,127,
1John,2,2,286,τοῦ,16,
1John,2,2,287,κόσμου,128,
1John,2,2,288,.,0,
1John,2,3,289,3,0,
1John,2,3,290,Καὶ,11,
1John,2,3,291,ἐν,65,
1John,2,3,292,τούτῳ,129,
1John,2,3,293,γινώσκομεν,130,
1John,2,3,294,ὅτι,59,
1John,2,3,295,ἐγνώκαμεν,131,
1John,2,3,296,αὐτόν,132,
1John,2,3,297,",",0,
1John,2,3,298,ἐὰν,69,
1John,2,3,299,τὰς,97,
1John,2,3,300,ἐντολὰς,133,
1John,2,3,301,αὐτοῦ,45,
1John,2,3,302,τηρῶμεν,134,
1John,2,3,303,.,0,
1John,2,4,304,4,0,
1John,2,4,305,ὁ,60,
1John,2,4,306,λέγων,135,
1John,2,4,307,ὅτι,59,
1John,2,4,308,Ἔγνωκα,136,
1John,2,4,309,αὐτὸν,106,
1John,2,4,310,καὶ,11,
1John,2,4,311,τὰς,97,
1John,2,4,312,ἐντολὰς,133,
1John,2,4,313,αὐτοῦ,45,
1John,2,4,314,μὴ,111,
1John,2,4,315,τηρῶν,137,
1John,2,4,316,ψεύστης,138,
1John,2,4,317,ἐστίν,139,
1John,2,4,318,",",0,
1John,2,4,319,καὶ,11,
1John,2,4,320,ἐν,65,
1John,2,4,321,τούτῳ,129,
1John,2,4,322,ἡ,20,
1John,2,4,323,ἀλήθεια,95,
1John,2,4,324,οὐκ,67,
1John,2,4,325,ἔστιν,54,
1John,2,4,326,·,0,
1John,2,5,327,5,0,
1John,2,5,328,ὃς,140,
1John,2,5,329,δʼ,141,
1John,2,5,330,ἂν,142,
1John,2,5,331,τηρῇ,143,
1John,2,5,332,αὐτοῦ,45,
1John,2,5,333,τὸν,31,
1John,2,5,334,λόγον,144,
1John,2,5,335,",",0,
1John,2,5,336,ἀληθῶς,145,
1John,2,5,337,ἐν,65,
1John,2,5,338,τούτῳ,129,
1John,2,5,339,ἡ,20,
1John,2,5,340,ἀγάπη,146,
1John,2,5,341,τοῦ,16,
1John,2,5,342,θεοῦ,147,
1John,2,5,343,τετελείωται,148,
1John,2,5,344,.,0,
1John,2,5,345,ἐν,65,
1John,2,5,346,τούτῳ,129,
1John,2,5,347,γινώσκομεν,130,
1John,2,5,348,ὅτι,59,
1John,2,5,349,ἐν,65,
1John,2,5,350,αὐτῷ,66,
1John,2,5,351,ἐσμεν,149,
1John,2,5,352,·,0,
1John,2,6,353,6,0,
1John,2,6,354,ὁ,60,
1John,2,6,355,λέγων,135,
1John,2,6,356,ἐν,65,
1John,2,6,357,αὐτῷ,66,
1John,2,6,358,μένειν,150,
1John,2,6,359,ὀφείλει,151,
1John,2,6,360,καθὼς,152,
1John,2,6,361,ἐκεῖνος,153,
1John,2,6,362,περιεπάτησεν,154,
1John,2,6,363,καὶ,11,
1John,2,6,364,αὐτὸς,120,
1John,2,6,365,περιπατεῖν,155,
1John,2,6,366,.,0,
1John,2,7,367,7,0,
1John,2,7,368,Ἀγαπητοί,156,
1John,2,7,369,",",0,
1John,2,7,370,οὐκ,67,
1John,2,7,371,ἐντολὴν,157,
1John,2,7,372,καινὴν,158,
1John,2,7,373,γράφω,110,
1John,2,7,374,ὑμῖν,25,
1John,2,7,375,",",0,
1John,2,7,376,ἀλλʼ,159,
1John,2,7,377,ἐντολὴν,157,
1John,2,7,378,παλαιὰν,160,
1John,2,7,379,ἣν,57,
1John,2,7,380,εἴχετε,161,
1John,2,7,381,ἀπʼ,3,
1John,2,7,382,ἀρχῆς,4,
1John,2,7,383,·,0,
1John,2,7,384,ἡ,20,
1John,2,7,385,ἐντολὴ,162,
1John,2,7,386,ἡ,20,
1John,2,7,387,παλαιά,163,
1John,2,7,388,ἐστιν,63,
1John,2,7,389,ὁ,60,
1John,2,7,390,λόγος,107,
1John,2,7,391,ὃν,164,
1John,2,7,392,ἠκούσατε,165,
1John,2,7,393,.,0,
1John,2,8,394,8,0,
1John,2,8,395,πάλιν,166,
1John,2,8,396,ἐντολὴν,157,
1John,2,8,397,καινὴν,158,
1John,2,8,398,γράφω,110,
1John,2,8,399,ὑμῖν,25,
1John,2,8,400,",",0,
1John,2,8,401,ὅ,167,
1John,2,8,402,ἐστιν,63,
1John,2,8,403,ἀληθὲς,168,
1John,2,8,404,ἐν,65,
1John,2,8,405,αὐτῷ,66,
1John,2,8,406,καὶ,11,
1John,2,8,407,ἐν,65,
1John,2,8,408,ὑμῖν,25,
1John,2,8,409,",",0,
1John,2,8,410,ὅτι,59,
1John,2,8,411,ἡ,20,
1John,2,8,412,σκοτία,64,
1John,2,8,413,παράγεται,169,
1John,2,8,414,καὶ,11,
1John,2,8,415,τὸ,85,
1John,2,8,416,φῶς,62,
1John,2,8,417,τὸ,85,
1John,2,8,418,ἀληθινὸν,170,
1John,2,8,419,ἤδη,171,
1John,2,8,420,φαίνει,172,
1John,2,8,421,.,0,
1John,2,9,422,9,0,
1John,2,9,423,ὁ,60,
1John,2,9,424,λέγων,135,
1John,2,9,425,ἐν,65,
1John,2,9,426,τῷ,73,
1John,2,9,427,φωτὶ,80,
1John,2,9,428,εἶναι,173,
1John,2,9,429,καὶ,11,
1John,2,9,430,τὸν,31,
1John,2,9,431,ἀδελφὸν,174,
1John,2,9,432,αὐτοῦ,45,
1John,2,9,433,μισῶν,175,
1John,2,9,434,ἐν,65,
1John,2,9,435,τῇ,176,
1John,2,9,436,σκοτίᾳ,177,
1John,2,9,437,ἐστὶν,178,
1John,2,9,438,ἕως,179,
1John,2,9,439,ἄρτι,180,
1John,2,9,440,.,0,
1John,2,10,441,10,0,
1John,2,10,442,ὁ,60,
1John,2,10,443,ἀγαπῶν,181,
1John,2,10,444,τὸν,31,
1John,2,10,445,ἀδελφὸν,174,
1John,2,10,446,αὐτοῦ,45,
1John,2,10,447,ἐν,65,
1John,2,10,448,τῷ,73,
1John,2,10,449,φωτὶ,80,
1John,2,10,450,μένει,182,
1John,2,10,451,",",0,
1John,2,10,452,καὶ,11,
1John,2,10,453,σκάνδαλον,183,
1John,2,10,454,ἐν,65,
1John,2,10,455,αὐτῷ,66,
1John,2,10,456,οὐκ,67,
1John,2,10,457,ἔστιν,54,
1John,2,10,458,·,0,
1John,2,11,459,11,0,
1John,2,11,460,ὁ,60,
1John,2,11,461,δὲ,40,
1John,2,11,462,μισῶν,175,
1John,2,11,463,τὸν,31,
1John,2,11,464,ἀδελφὸν,174,
1John,2,11,465,αὐτοῦ,45,
1John,2,11,466,ἐν,65,
1John,2,11,467,τῇ,176,
1John,2,11,468,σκοτίᾳ,177,
1John,2,11,469,ἐστὶν,178,
1John,2,11,470,καὶ,11,
1John,2,11,471,ἐν,65,
1John,2,11,472,τῇ,176,
1John,2,11,473,σκοτίᾳ,177,
1John,2,11,474,περιπατεῖ,184,
1John,2,11,475,",",0,
1John,2,11,476,καὶ,11,
1John,2,11,477,οὐκ,67,
1John,2,11,478,οἶδεν,185,
1John,2,11,479,ποῦ,186,
1John,2,11,480,ὑπάγει,187,
1John,2,11,481,",",0,
1John,2,11,482,ὅτι,59,
1John,2,11,483,ἡ,20,
1John,2,11,484,σκοτία,64,
1John,2,11,485,ἐτύφλωσεν,188,
1John,2,11,486,τοὺς,189,
1John,2,11,487,ὀφθαλμοὺς,190,
1John,2,11,488,αὐτοῦ,45,
1John,2,11,489,.,0,
1John,2,12,490,12,0,
1John,2,12,491,Γράφω,110,
1John,2,12,492,ὑμῖν,25,
1John,2,12,493,",",0,
1John,2,12,494,τεκνία,108,
1John,2,12,495,",",0,
1John,2,12,496,ὅτι,59,
1John,2,12,497,ἀφέωνται,191,
1John,2,12,498,ὑμῖν,25,
1John,2,12,499,αἱ,12,
1John,2,12,500,ἁμαρτίαι,192,
1John,2,12,501,διὰ,193,
1John,2,12,502,τὸ,85,
1John,2,12,503,ὄνομα,194,
1John,2,12,504,αὐτοῦ,45,
1John,2,12,505,·,0,
1John,2,13,506,13,0,
1John,2,13,507,γράφω,110,
1John,2,13,508,ὑμῖν,25,
1John,2,13,509,",",0,
1John,2,13,510,πατέρες,195,
1John,2,13,511,",",0,
1John,2,13,512,ὅτι,59,
1John,2,13,513,ἐγνώκατε,196,
1John,2,13,514,τὸν,31,
1John,2,13,515,ἀπʼ,3,
1John,2,13,516,ἀρχῆς,4,
1John,2,13,517,·,0,
1John,2,13,518,γράφω,110,
1John,2,13,519,ὑμῖν,25,
1John,2,13,520,",",0,
1John,2,13,521,νεανίσκοι,197,
1John,2,13,522,",",0,
1John,2,13,523,ὅτι,59,
1John,2,13,524,νενικήκατε,198,
1John,2,13,525,τὸν,31,
1John,2,13,526,πονηρόν,199,
1John,2,13,527,.,0,
1John,2,14,528,14,0,
1John,2,14,529,ἔγραψα,200,
1John,2,14,530,ὑμῖν,25,
1John,2,14,531,",",0,
1John,2,14,532,παιδία,201,
1John,2,14,533,",",0,
1John,2,14,534,ὅτι,59,
1John,2,14,535,ἐγνώκατε,196,
1John,2,14,536,τὸν,31,
1John,2,14,537,πατέρα,32,
1John,2,14,538,·,0,
1John,2,14,539,ἔγραψα,200,
1John,2,14,540,ὑμῖν,25,
1John,2,14,541,",",0,
1John,2,14,542,πατέρες,195,
1John,2,14,543,",",0,
1John,2,14,544,ὅτι,59,
1John,2,14,545,ἐγνώκατε,196,
1John,2,14,546,τὸν,31,
1John,2,14,547,ἀπʼ,3,
1John,2,14,548,ἀρχῆς,4,
1John,2,14,549,·,0,
1John,2,14,550,ἔγραψα,200,
1John,2,14,551,ὑμῖν,25,
1John,2,14,552,",",0,
1John,2,14,553,νεανίσκοι,197,
1John,2,14,554,",",0,
1John,2,14,555,ὅτι,59,
1John,2,14,556,ἰσχυροί,202,
1John,2,14,557,ἐστε,203,
1John,2,14,558,καὶ,11,
1John,2,14,559,ὁ,60,
1John,2,14,560,λόγος,107,
1John,2,14,561,τοῦ,16,
1John,2,14,562,θεοῦ,147,
1John,2,14,563,ἐν,65,
1John,2,14,564,ὑμῖν,25,
1John,2,14,565,μένει,182,
1John,2,14,566,καὶ,11,
1John,2,14,567,νενικήκατε,198,
1John,2,14,568,τὸν,31,
1John,2,14,569,πονηρόν,199,
1John,2,14,570,.,0,
1John,2,15,571,15,0,
1John,2,15,572,Μὴ,111,
1John,2,15,573,ἀγαπᾶτε,204,
1John,2,15,574,τὸν,31,
1John,2,15,575,κόσμον,205,
1John,2,15,576,μηδὲ,206,
1John,2,15,577,τὰ,207,
1John,2,15,578,ἐν,65,
1John,2,15,579,τῷ,73,
1John,2,15,580,κόσμῳ,208,
1John,2,15,581,.,0,
1John,2,15,582,ἐάν,113,
1John,2,15,583,τις,114,
1John,2,15,584,ἀγαπᾷ,209,
1John,2,15,585,τὸν,31,
1John,2,15,586,κόσμον,205,
1John,2,15,587,",",0,
1John,2,15,588,οὐκ,67,
1John,2,15,589,ἔστιν,54,
1John,2,15,590,ἡ,20,
1John,2,15,591,ἀγάπη,146,
1John,2,15,592,τοῦ,16,
1John,2,15,593,πατρὸς,43,
1John,2,15,594,ἐν,65,
1John,2,15,595,αὐτῷ,66,
1John,2,15,596,·,0,
1John,2,16,597,16,0,
1John,2,16,598,ὅτι,59,
1John,2,16,599,πᾶν,210,
1John,2,16,600,τὸ,85,
1John,2,16,601,ἐν,65,
1John,2,16,602,τῷ,73,
1John,2,16,603,κόσμῳ,208,
1John,2,16,604,",",0,
1John,2,16,605,ἡ,20,
1John,2,16,606,ἐπιθυμία,211,
1John,2,16,607,τῆς,18,
1John,2,16,608,σαρκὸς,212,
1John,2,16,609,καὶ,11,
1John,2,16,610,ἡ,20,
1John,2,16,611,ἐπιθυμία,211,
1John,2,16,612,τῶν,122,
1John,2,16,613,ὀφθαλμῶν,213,
1John,2,16,614,καὶ,11,
1John,2,16,615,ἡ,20,
1John,2,16,616,ἀλαζονεία,214,
1John,2,16,617,τοῦ,16,
1John,2,16,618,βίου,215,
1John,2,16,619,",",0,
1John,2,16,620,οὐκ,67,
1John,2,16,621,ἔστιν,54,
1John,2,16,622,ἐκ,216,
1John,2,16,623,τοῦ,16,
1John,2,16,624,πατρός,217,
1John,2,16,625,",",0,
1John,2,16,626,ἀλλὰ,126,
1John,2,16,627,ἐκ,216,
1John,2,16,628,τοῦ,16,
1John,2,16,629,κόσμου,128,
1John,2,16,630,ἐστίν,139,
1John,2,16,631,·,0,
1John,2,17,632,17,0,
1John,2,17,633,καὶ,11,
1John,2,17,634,ὁ,60,
1John,2,17,635,κόσμος,218,
1John,2,17,636,παράγεται,169,
1John,2,17,637,καὶ,11,
1John,2,17,638,ἡ,20,
1John,2,17,639,ἐπιθυμία,211,
1John,2,17,640,αὐτοῦ,45,
1John,2,17,641,",",0,
1John,2,17,642,ὁ,60,
1John,2,17,643,δὲ,40,
1John,2,17,644,ποιῶν,219,
1John,2,17,645,τὸ,85,
1John,2,17,646,θέλημα,220,
1John,2,17,647,τοῦ,16,
1John,2,17,648,θεοῦ,147,
1John,2,17,649,μένει,182,
1John,2,17,650,εἰς,221,
1John,2,17,651,τὸν,31,
1John,2,17,652,αἰῶνα,222,
1John,2,17,653,.,0,
1John,2,18,654,18,0,
1John,2,18,655,Παιδία,201,
1John,2,18,656,",",0,
1John,2,18,657,ἐσχάτη,223,
1John,2,18,658,ὥρα,224,
1John,2,18,659,ἐστίν,139,
1John,2,18,660,",",0,
1John,2,18,661,καὶ,11,
1John,2,18,662,καθὼς,152,
1John,2,18,663,ἠκούσατε,165,
1John,2,18,664,ὅτι,59,
1John,2,18,665,ἀντίχριστος,225,
1John,2,18,666,ἔρχεται,226,
1John,2,18,667,",",0,
1John,2,18,668,καὶ,11,
1John,2,18,669,νῦν,227,
1John,2,18,670,ἀντίχριστοι,228,
1John,2,18,671,πολλοὶ,229,
1John,2,18,672,γεγόνασιν,230,
1John,2,18,673,·,0,
1John,2,18,674,ὅθεν,231,
1John,2,18,675,γινώσκομεν,130,
1John,2,18,676,ὅτι,59,
1John,2,18,677,ἐσχάτη,223,
1John,2,18,678,ὥρα,224,
1John,2,18,679,ἐστίν,139,
1John,2,18,680,.,0,
1John,2,19,681,19,0,
1John,2,19,682,ἐξ,232,
1John,2,19,683,ἡμῶν,9,
1John,2,19,684,ἐξῆλθαν,233,
1John,2,19,685,",",0,
1John,2,19,686,ἀλλʼ,159,
1John,2,19,687,οὐκ,67,
1John,2,19,688,ἦσαν,234,
1John,2,19,689,ἐξ,232,
1John,2,19,690,ἡμῶν,9,
1John,2,19,691,·,0,
1John,2,19,692,εἰ,235,
1John,2,19,693,γὰρ,236,
1John,2,19,694,ἐξ,232,
1John,2,19,695,ἡμῶν,9,
1John,2,19,696,ἦσαν,234,
1John,2,19,697,",",0,
1John,2,19,698,μεμενήκεισαν,237,
1John,2,19,699,ἂν,142,
1John,2,19,700,μεθʼ,38,
1John,2,19,701,ἡμῶν,9,
1John,2,19,702,·,0,
1John,2,19,703,ἀλλʼ,159,
1John,2,19,704,ἵνα,34,
1John,2,19,705,φανερωθῶσιν,238,
1John,2,19,706,ὅτι,59,
1John,2,19,707,οὐκ,67,
1John,2,19,708,εἰσὶν,239,
1John,2,19,709,πάντες,240,
1John,2,19,710,ἐξ,232,
1John,2,19,711,ἡμῶν,9,
1John,2,19,712,.,0,
1John,2,20,713,20,0,
1John,2,20,714,καὶ,11,
1John,2,20,715,ὑμεῖς,35,
1John,2,20,716,χρῖσμα,241,
1John,2,20,717,ἔχετε,242,
1John,2,20,718,ἀπὸ,89,
1John,2,20,719,τοῦ,16,
1John,2,20,720,ἁγίου,243,
1John,2,20,721,καὶ,11,
1John,2,20,722,οἴδατε,244,
1John,2,20,723,πάντες,240,
1John,2,20,724,·,0,
1John,2,21,725,21,0,
1John,2,21,726,οὐκ,67,
1John,2,21,727,ἔγραψα,200,
1John,2,21,728,ὑμῖν,25,
1John,2,21,729,ὅτι,59,
1John,2,21,730,οὐκ,67,
1John,2,21,731,οἴδατε,244,
1John,2,21,732,τὴν,26,
1John,2,21,733,ἀλήθειαν,79,
1John,2,21,734,",",0,
1John,2,21,735,ἀλλʼ,159,
1John,2,21,736,ὅτι,59,
1John,2,21,737,οἴδατε,244,
1John,2,21,738,αὐτήν,245,
1John,2,21,739,",",0,
1John,2,21,740,καὶ,11,
1John,2,21,741,ὅτι,59,
1John,2,21,742,πᾶν,210,
1John,2,21,743,ψεῦδος,246,
1John,2,21,744,ἐκ,216,
1John,2,21,745,τῆς,18,
1John,2,21,746,ἀληθείας,247,
1John,2,21,747,οὐκ,67,
1John,2,21,748,ἔστιν,54,
1John,2,21,749,.,0,
1John,2,22,750,22,0,
